"A","B","C","G","","","","","",""
"34724","43095","26583","3","29.53","354.74","-113.20","162.56","",""
"34615","43095","26583","3","29.53","354.74","-113.54","162.65","",""
"34615","43674","26583","3","29.53","354.74","-114.15","162.77","",""
"34615","43674","26373","3","29.53","354.74","-114.14","162.85","",""
"34615","43674","26373","3","29.53","354.74","-114.09","162.88","",""
"34566","43674","26373","3","29.53","354.74","-113.32","162.98","",""
"34566","43078","26373","3","29.53","354.74","-113.19","163.09","",""
"34566","43078","26478","3","29.53","354.74","-113.40","163.17","",""
"34566","43078","26478","3","29.53","354.74","-113.44","163.20","",""
"34350","43078","26478","3","29.53","354.74","-113.80","163.30","",""
"34350","41865","26478","3","29.53","354.74","-113.72","163.41","",""
"34350","41865","26543","3","29.53","354.74","-113.22","163.49","",""
"34350","41865","26543","3","29.53","354.74","-113.27","163.52","",""
"34535","41865","26543","3","29.53","354.74","-113.17","163.61","",""
"34535","43318","26543","3","29.53","354.74","-112.83","163.73","",""
"34535","43318","26416","3","29.53","354.74","-112.64","163.81","",""
"34535","43318","26416","3","29.53","354.74","-112.56","163.84","",""
"34272","43318","26416","3","29.53","354.74","-112.44","163.94","",""
"34272","42717","26416","3","29.53","354.74","-112.44","164.05","",""
"34272","42717","26510","3","29.53","354.74","-112.68","164.13","",""
"34272","42717","26510","3","27.17","356.65","-112.71","164.16","",""
"34232","42717","26510","3","27.03","354.09","-112.65","164.26","",""
"34232","43305","26510","3","27.44","351.53","-112.78","164.37","",""
"34232","43305","26549","3","27.33","348.55","-112.69","164.45","",""
"34232","43305","26549","3","27.37","345.90","-112.68","164.48","",""
"35890","43305","26549","3","27.15","344.08","-112.79","164.58","",""
"35890","44695","26549","3","27.29","342.11","-112.90","164.70","",""
"35890","44695","26680","3","27.13","340.43","-112.86","164.78","",""
"35890","44695","26680","3","27.02","339.42","-112.85","164.81","",""
"34948","44695","26680","3","27.07","338.46","-112.39","164.91","",""
"34948","43373","26680","3","27.10","337.55","-112.33","165.03","",""
"34948","43373","26356","3","27.31","336.78","-112.30","165.11","",""
"34948","43373","26356","3","27.34","336.62","-112.28","165.14","",""
"34483","43373","26356","3","27.70","336.07","-112.09","165.23","",""
"34483","43084","26356","3","27.79","335.67","-111.81","165.35","",""
"34483","43084","26590","3","28.36","335.15","-111.63","165.43","",""
"34483","43084","26590","3","28.56","335.26","-111.59","165.46","",""
"35475","43084","26590","3","28.68","335.56","-111.54","165.56","",""
"35475","45772","26590","3","28.90","335.56","-111.45","165.68","",""
"35475","45772","26606","3","28.98","335.76","-111.33","165.76","",""
"35475","45772","26606","3","28.96","336.02","-111.28","165.79","",""
"34791","45772","26606","3","29.18","336.04","-111.21","165.89","",""
"34791","43043","26606","3","28.90","336.28","-111.17","166.01","",""
"34791","43043","26428","3","28.85","336.32","-111.14","166.09","",""
"34791","43043","26428","3","28.89","336.27","-111.14","166.11","",""
"34396","43043","26428","3","28.64","336.68","-111.12","166.21","",""
"34396","43313","26428","3","28.52","336.89","-111.17","166.33","",""
"34396","43313","26546","3","28.98","337.55","-111.38","166.41","",""
"34396","43313","26546","3","28.65","338.18","-111.44","166.44","",""
"35899","43313","26546","3","28.77","338.29","-111.46","166.54","",""
"35899","44597","26546","3","28.58","338.57","-111.44","166.66","",""
"35899","44597","26662","3","28.46","338.61","-111.42","166.74","",""
"35899","44597","26662","3","28.55","338.56","-111.42","166.77","",""
"35255","44597","26662","3","28.53","338.81","-111.42","166.87","",""
"35255","43054","26662","3","28.97","338.83","-111.48","166.98","",""
"35255","43054","26358","3","29.80","339.03","-111.73","167.07","",""
"35255","43054","26358","3","29.88","339.14","-111.86","167.09","",""
"34476","43054","26358","3","30.74","338.87","-112.38","167.19","",""
"34476","43053","26358","3","31.72","338.65","-112.77","167.31","",""
"34476","43053","26389","3","32.42","338.78","-113.23","167.39","",""
"34476","43053","26389","3","32.25","338.77","-113.38","167.42","",""
"35426","43053","26389","3","33.04","338.50","-113.77","167.52","",""
"35426","43187","26389","3","33.37","337.83","-114.11","167.63","",""
"35426","43187","26212","3","33.55","337.17","-114.32","167.71","",""
"35426","43187","26212","3","33.57","337.19","-114.40","167.74","",""
"35078","43187","26212","3","34.43","338.73","-116.60","167.84","",""
"35078","44337","26212","3","33.24","338.58","-116.89","167.96","",""
"35078","44337","26389","3","33.85","338.22","-117.17","168.04","",""
"35078","44337","26389","3","33.53","338.10","-117.33","168.07","",""
"35180","44337","26389","3","36.14","336.34","-118.29","168.17","",""
"35180","42225","26389","3","42.04","333.19","-121.28","168.28","",""
"35180","42225","26286","3","44.03","331.85","-122.67","168.36","",""
"35180","42225","26286","3","44.50","331.29","-123.37","168.39","",""
"34191","42225","26286","3","45.25","329.29","-125.43","168.49","",""
"34191","43444","26286","3","44.21","328.63","-128.27","168.61","",""
"34191","43444","26127","3","46.11","324.78","-131.03","168.69","",""
"34191","43444","26127","3","46.16","323.16","-131.74","168.71","",""
"33544","43444","26127","3","44.58","322.05","-133.54","168.81","",""
"33544","40757","26127","3","44.97","320.73","-135.73","168.92","",""
"33544","40757","25890","3","44.31","316.58","-136.90","169.00","",""
"33544","40757","25890","3","44.14","315.31","-137.09","169.03","",""
"33461","40757","25890","3","45.17","314.41","-139.18","169.13","",""
"33461","42194","25890","3","38.96","312.94","-138.64","169.24","",""
"33461","42194","25668","3","44.93","312.03","-141.44","169.32","",""
"33461","42194","25668","3","45.78","311.18","-142.25","169.35","",""
"32773","42194","25668","3","43.80","309.87","-143.90","169.44","",""
"32773","42770","25668","3","40.74","309.35","-145.46","169.56","",""
"32773","42770","25557","3","40.55","303.57","-147.57","169.64","",""
"32773","42770","25557","3","40.26","302.85","-148.06","169.66","",""
"30378","42770","25557","3","39.09","298.68","-149.59","169.75","",""
"30378","40812","25557","3","34.94","292.36","-150.55","169.87","",""
"30378","40812","25544","3","38.90","289.85","-152.44","169.95","",""
"30378","40812","25544","3","42.86","288.84","-153.16","169.97","",""
"29075","40812","25544","3","43.43","286.79","-154.45","170.06","",""
"29075","42651","25544","3","43.71","285.57","-153.78","170.18","",""
"29075","42651","25900","3","48.68","285.33","-155.45","170.26","",""
"29075","42651","25900","3","50.26","285.06","-155.65","170.28","",""
"28507","42651","25900","3","53.35","284.23","-156.45","170.37","",""
"28507","43520","25900","3","52.43","284.90","-157.57","170.49","",""
"28507","43520","25944","3","50.56","284.68","-157.07","170.57","",""
"28507","43520","25944","3","50.76","285.01","-157.03","170.59","",""
"27938","43520","25944","3","56.69","284.09","-159.29","170.68","",""
"27938","47607","25944","3","53.05","286.37","-158.41","170.80","",""
"27938","47607","26210","3","53.13","287.45","-158.82","170.89","",""
"27938","47607","26210","3","52.70","287.55","-158.84","170.91","",""
"27661","47607","26210","3","52.96","288.18","-159.42","171.00","",""
"27661","45318","26210","3","52.67","288.99","-159.72","171.12","",""
"27661","45318","26227","3","52.56","289.23","-159.80","171.20","",""
"27661","45318","26227","3","51.66","289.17","-159.91","171.23","",""
"27474","45318","26227","3","49.47","288.61","-159.84","171.31","",""
"27474","43427","26227","3","47.13","286.26","-160.00","171.43","",""
"27474","43427","26068","3","45.80","286.48","-160.30","171.51","",""
"27474","43427","26068","3","45.64","286.47","-160.35","171.54","",""
"27351","43427","26068","3","44.22","286.61","-160.29","171.62","",""
"27351","43482","26068","3","43.80","287.20","-160.10","171.74","",""
"27351","43482","26414","3","43.32","287.51","-160.00","171.82","",""
"27351","43482","26414","3","44.05","287.47","-160.01","171.85","",""
"26999","43482","26414","3","43.67","287.77","-160.00","171.93","",""
"26999","43044","26414","3","42.06","288.94","-159.17","172.04","",""
"26999","43044","26201","3","42.92","288.76","-159.08","172.13","",""
"26999","43044","26201","3","43.37","288.85","-159.01","172.15","",""
"27215","43044","26201","3","42.31","289.64","-158.57","172.24","",""
"27215","44563","26201","3","42.88","290.94","-158.63","172.36","",""
"27215","44563","26452","3","43.93","290.92","-158.96","172.44","",""
"27215","44563","26452","3","43.95","290.68","-159.01","172.46","",""
"27028","44563","26452","3","44.51","290.23","-159.39","172.55","",""
"27028","43107","26452","3","44.76","289.76","-160.04","172.66","",""
"27028","43107","26178","3","45.68","289.29","-161.27","172.75","",""
"27028","43107","26178","3","43.88","289.18","-161.43","172.77","",""
"27133","43107","26178","3","46.29","288.22","-162.56","172.86","",""
"27133","44140","26178","3","47.89","286.59","-165.61","172.97","",""
"27133","44140","26899","3","49.37","284.66","-167.64","173.06","",""
"27133","44140","26899","3","48.92","283.89","-168.23","173.08","",""
"26621","44140","26899","3","44.28","283.12","-168.43","173.17","",""
"26621","44740","26899","3","35.67","282.68","-166.40","173.28","",""
"26621","44740","28620","3","36.84","281.58","-167.00","173.37","",""
"26621","44740","28620","3","36.20","281.52","-166.74","173.40","",""
"26475","44740","28620","3","33.29","282.94","-167.13","173.48","",""
"26475","47127","28620","3","25.89","284.90","-162.17","173.60","",""
"26475","47127","28435","3","19.52","287.48","-157.69","173.69","",""
"26475","47127","28435","3","20.69","288.03","-156.07","173.72","",""
"26495","47127","28435","3","7.80","295.33","-149.56","173.80","",""
"26495","47180","28435","3","-2.22","300.64","-143.18","173.92","",""
"26495","47180","27215","3","0.73","303.35","-141.31","174.01","",""
"26495","47180","27215","3","6.04","303.82","-140.88","174.03","",""
"28466","47180","27215","3","1.00","308.85","-136.63","174.12","",""
"28466","40408","27215","3","-1.22","316.86","-132.45","174.23","",""
"28466","40408","27339","3","-6.74","322.38","-128.76","174.31","",""
"28466","40408","27339","3","-5.22","323.83","-127.65","174.34","",""
"28518","40408","27339","3","-14.34","329.98","-125.01","174.43","",""
"28518","40101","27339","3","74.93","334.32","-123.12","174.54","",""
"28518","40101","28123","3","150.16","337.51","-120.41","174.62","",""
"28518","40101","28123","3","198.60","338.25","-119.75","174.65","",""
"28861","40101","28123","3","251.64","339.63","-116.80","174.74","",""
"28861","41025","28123","3","308.49","341.60","-112.76","174.85","",""
"28861","41025","28815","3","346.91","344.13","-109.96","174.94","",""
"28861","41025","28815","3","357.41","343.77","-109.24","174.96","",""
"29155","41025","28815","3","357.41","343.77","-106.47","175.05","",""
"29155","41309","28815","3","357.41","343.77","-103.31","175.16","",""
"29155","41309","28593","3","329.37","338.81","-100.41","175.25","",""
"29155","41309","28593","3","341.87","337.66","-99.72","175.27","",""
"30363","41309","28593","3","367.91","330.97","-97.48","175.36","",""
"30363","41826","28593","3","307.66","325.96","-94.38","175.48","",""
"30363","41826","28693","3","245.43","324.41","-92.13","175.56","",""
"30363","41826","28693","3","195.00","324.79","-91.51","175.59","",""
"30553","41826","28693","3","153.25","325.68","-89.73","175.68","",""
"30553","41759","28693","3","114.19","328.01","-85.62","175.80","",""
"30553","41759","28826","3","82.70","329.08","-83.03","175.88","",""
"30553","41759","28826","3","64.40","329.64","-82.27","175.91","",""
"30923","41759","28826","3","39.85","329.26","-80.69","176.00","",""
"30923","42524","28826","3","18.80","326.04","-78.23","176.11","",""
"30923","42524","28880","3","6.27","324.19","-76.06","176.20","",""
"30923","42524","28880","3","5.14","324.53","-75.54","176.23","",""
"31397","42524","28880","3","-4.07","325.41","-75.26","176.32","",""
"31397","43045","28880","3","-13.14","326.69","-73.89","176.44","",""
"31397","43045","28840","3","-15.57","327.45","-73.01","176.52","",""
"31397","43045","28840","3","-10.60","328.03","-72.79","176.55","",""
"31912","43045","28840","3","-13.97","329.14","-72.32","176.64","",""
"31912","43373","28840","3","-17.45","329.79","-71.96","176.76","",""
"31912","43373","28843","3","-14.97","330.19","-72.00","176.85","",""
"31912","43373","28843","3","-9.18","330.19","-71.97","176.87","",""
"32114","43373","28843","3","-8.66","330.95","-71.58","176.97","",""
"32114","44416","28843","3","-5.74","331.23","-71.41","177.09","",""
"32114","44416","28889","3","-2.12","332.24","-71.61","177.17","",""
"32114","44416","28889","3","1.88","332.28","-71.64","177.20","",""
"31367","44416","28889","3","2.69","331.48","-71.52","177.29","",""
"31367","43548","28889","3","3.75","332.02","-71.36","177.41","",""
"31367","43548","28947","3","5.91","332.75","-71.57","177.50","",""
"31367","43548","28947","3","8.37","332.67","-71.60","177.52","",""
"31995","43548","28947","3","9.57","332.66","-71.66","177.61","",""
"31995","42056","28947","3","11.09","332.41","-70.96","177.73","",""
"31995","42056","28980","3","13.19","332.71","-70.54","177.82","",""
"31995","42056","28980","3","14.94","332.54","-70.45","177.84","",""
"31866","42056","28980","3","15.83","332.71","-70.03","177.94","",""
"31866","43185","28980","3","17.17","333.32","-69.67","178.05","",""
"31866","43185","29311","3","16.99","332.93","-69.90","178.14","",""
"31866","43185","29311","3","17.41","332.40","-69.91","178.17","",""
"31798","43185","29311","3","17.47","331.62","-70.11","178.26","",""
"31798","43322","29311","3","17.86","332.10","-69.81","178.38","",""
"31798","43322","29353","3","18.91","332.26","-69.32","178.46","",""
"31798","43322","29353","3","19.56","332.10","-69.23","178.49","",""
"32291","43322","29353","3","19.96","332.06","-68.38","178.58","",""
"32291","44291","29353","3","22.75","331.04","-65.63","178.70","",""
"32291","44291","29320","3","23.83","329.72","-64.20","178.79","",""
"32291","44291","29320","3","23.75","330.04","-63.85","178.82","",""
"31762","44291","29320","3","24.50","329.33","-63.19","178.91","",""
"31762","43347","29320","3","26.10","329.92","-63.00","179.03","",""
"31762","43347","29039","3","26.27","331.27","-63.12","179.11","",""
"31762","43347","29039","3","26.16","331.82","-63.18","179.14","",""
"31787","43347","29039","3","26.09","332.63","-63.09","179.23","",""
"31787","43161","29039","3","25.39","332.92","-62.51","179.35","",""
"31787","43161","29432","3","25.32","334.34","-61.12","179.44","",""
"31787","43161","29432","3","25.47","334.56","-60.83","179.46","",""
"31765","43161","29432","3","24.84","335.04","-59.98","179.56","",""
"31765","43225","29432","3","25.19","335.54","-58.95","179.67","",""
"31765","43225","29553","3","25.79","335.99","-58.24","179.76","",""
"31765","43225","29553","3","25.76","335.99","-58.08","179.79","",""
